Filename,Resource location,Errors,Parse,"Evaluator(modules=ModuleManager(execution_count=249), entrypoint=['dnl:*', '*:main', 'reapermc:core'])",DeferHandler(runtime=<bolt.runtime.Runtime object at 0x000001C1FF731C90>),Lint,Transform,Optimize,Check,Serialize 
src\data\dnl\modules\event\on_marker_skill.bolt,dnl:event/on_marker_skill,0,0.567,0.016,0.007,0.003,0.019,0.003,0.006,0.008
src\data\dnl\modules\event\on_marker_spawner.bolt,dnl:event/on_marker_spawner,0,0.554,0.014,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_marker_spawner_chest.bolt,dnl:event/on_marker_spawner_chest,0,0.505,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_marker_spawner_chest_jigsaw.bolt,dnl:event/on_marker_spawner_chest_jigsaw,0,0.551,0.014,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_marker_spawner_chest_spawner.bolt,dnl:event/on_marker_spawner_chest_spawner,0,0.508,0.016,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_marker_spawner_chest_spawner_jigsaw.bolt,dnl:event/on_marker_spawner_chest_spawner_jigsaw,0,0.522,0.056,0.008,0.003,0.021,0.003,0.006,0.010
src\data\dnl\modules\event\on_marker_spawner_monolith.bolt,dnl:event/on_marker_spawner_monolith,0,0.503,0.017,0.007,0.003,0.019,0.003,0.007,0.009
src\data\dnl\modules\event\on_marker_summon.bolt,dnl:event/on_marker_summon,0,0.522,0.014,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_marker_summon_item_frame.bolt,dnl:event/on_marker_summon_item_frame,0,0.570,0.013,0.007,0.003,0.019,0.003,0.006,0.008
src\data\dnl\modules\event\on_player_consume_item.bolt,dnl:event/on_player_consume_item,0,0.457,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_hold_item.bolt,dnl:event/on_player_hold_item,0,0.573,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_init.bolt,dnl:event/on_player_init,0,0.446,0.013,0.009,0.003,0.024,0.003,0.007,0.010
src\data\dnl\modules\event\on_player_interacted_spawner_chest.bolt,dnl:event/on_player_interacted_spawner_chest,0,0.441,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_load.bolt,dnl:event/on_player_load,0,0.551,0.014,0.008,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_mined_block.bolt,dnl:event/on_player_mined_block,0,0.457,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_play_music.bolt,dnl:event/on_player_play_music,0,0.469,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_respawn.bolt,dnl:event/on_player_respawn,0,0.475,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_stop_music.bolt,dnl:event/on_player_stop_music,0,0.467,0.013,0.008,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_use_horn.bolt,dnl:event/on_player_use_horn,0,0.449,0.012,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_wearing_boots.bolt,dnl:event/on_player_wearing_boots,0,0.440,0.012,0.007,0.003,0.020,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_wearing_chestplate.bolt,dnl:event/on_player_wearing_chestplate,0,0.454,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_wearing_full_armor.bolt,dnl:event/on_player_wearing_full_armor,0,0.440,0.012,0.007,0.003,0.019,0.003,0.006,0.010
src\data\dnl\modules\event\on_player_wearing_helmet.bolt,dnl:event/on_player_wearing_helmet,0,0.453,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_player_wearing_leggings.bolt,dnl:event/on_player_wearing_leggings,0,0.451,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_projectile_ammo.bolt,dnl:event/on_projectile_ammo,0,0.469,0.012,0.007,0.003,0.020,0.003,0.006,0.009
src\data\dnl\modules\event\on_projectile_land.bolt,dnl:event/on_projectile_land,0,0.490,0.012,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_projectile_load.bolt,dnl:event/on_projectile_load,0,0.543,0.012,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_projectile_trail.bolt,dnl:event/on_projectile_trail,0,0.527,0.013,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\event\on_projectile_unload.bolt,dnl:event/on_projectile_unload,0,0.455,0.012,0.007,0.003,0.019,0.003,0.006,0.008
src\data\dnl\modules\event\on_server_init.bolt,dnl:event/on_server_init,0,0.431,0.013,0.010,0.003,0.027,0.003,0.008,0.012
src\data\dnl\modules\event\on_server_update.bolt,dnl:event/on_server_update,0,0.504,0.054,0.007,0.003,0.021,0.003,0.006,0.009
src\data\dnl\modules\event\on_technical_mob_tick.bolt,dnl:event/on_technical_mob_tick,0,0.502,0.017,0.007,0.003,0.020,0.003,0.006,0.009
src\data\dnl\modules\flag\is_holding_item.bolt,dnl:flag/is_holding_item,0,0.561,0.014,0.007,0.003,0.019,0.003,0.006,0.009
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit,0,7.821,0.143,7.430,0.003,11.481,0.003,0.006,0.009
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/changed_dimension,0,nan,nan,nan,nan,nan,0.003,0.059,0.100
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/death_penalty/check_player_level,0,nan,nan,nan,nan,nan,0.003,0.154,0.207
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/death_penalty/check_world_level,0,nan,nan,nan,nan,nan,0.003,0.153,0.195
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/death_penalty/classic,0,nan,nan,nan,nan,nan,0.003,0.081,0.124
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/death_penalty/expert,0,nan,nan,nan,nan,nan,0.003,0.480,0.785
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/death_penalty/hardcore,0,nan,nan,nan,nan,nan,0.003,0.054,0.078
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/display_health,0,nan,nan,nan,nan,nan,0.003,6.857,9.219
src\data\dnl\modules\item\abstract_forbidden_fruit.bolt,dnl:item/abstract_forbidden_fruit/update_health,0,nan,nan,nan,nan,nan,0.003,1.808,3.317
src\data\dnl\modules\item\ancient_axe.bolt,dnl:item/ancient_axe,0,1.525,0.799,1.127,0.003,2.994,0.003,0.021,0.040
src\data\dnl\modules\item\ancient_axe.bolt,dnl:item/ancient_axe/nested_execute_0,0,nan,nan,nan,nan,nan,0.003,0.070,0.122
src\data\dnl\modules\item\ancient_axe.bolt,dnl:item/ancient_axe/pre_attacker,0,nan,nan,nan,nan,nan,0.003,0.089,0.113
src\data\dnl\modules\item\ancient_axe.bolt,dnl:item/ancient_axe/target,0,nan,nan,nan,nan,nan,0.003,0.137,0.275
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow,0,1.560,0.903,1.956,0.003,4.675,0.003,0.033,0.026
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow/land,0,nan,nan,nan,nan,nan,0.003,0.156,0.337
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow/level_2,0,nan,nan,nan,nan,nan,0.003,0.171,0.188
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow/level_3,0,nan,nan,nan,nan,nan,0.003,0.170,0.187
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow/load,0,nan,nan,nan,nan,nan,0.003,0.186,0.290
src\data\dnl\modules\item\ancient_bow.bolt,dnl:item/ancient_bow/shooter_is_skeleton,0,nan,nan,nan,nan,nan,0.003,0.275,0.416
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue,0,1.559,0.838,1.949,0.003,4.548,0.003,0.045,0.026
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue/ammo,0,nan,nan,nan,nan,nan,0.003,0.123,0.184
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue/has_ammo,0,nan,nan,nan,nan,nan,0.003,0.119,0.122
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue/has_no_ammo,0,nan,nan,nan,nan,nan,0.003,0.031,0.041
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue/land,0,nan,nan,nan,nan,nan,0.003,0.266,0.516
src\data\dnl\modules\item\ancient_bow_blue.bolt,dnl:item/ancient_bow_blue/load,0,nan,nan,nan,nan,nan,0.003,0.162,0.235
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red,0,1.549,0.695,1.685,0.003,3.320,0.003,0.008,0.010
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red/ammo,0,nan,nan,nan,nan,nan,0.003,0.122,0.175
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red/has_ammo,0,nan,nan,nan,nan,nan,0.003,0.117,0.119
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red/has_no_ammo,0,nan,nan,nan,nan,nan,0.003,0.031,0.041
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red/land,0,nan,nan,nan,nan,nan,0.003,0.263,0.512
src\data\dnl\modules\item\ancient_bow_red.bolt,dnl:item/ancient_bow_red/load,0,nan,nan,nan,nan,nan,0.003,0.161,0.233
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow,0,1.528,0.643,1.690,0.003,3.299,0.003,0.009,0.011
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow/ammo,0,nan,nan,nan,nan,nan,0.003,0.122,0.175
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow/has_ammo,0,nan,nan,nan,nan,nan,0.003,0.117,0.119
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow/has_no_ammo,0,nan,nan,nan,nan,nan,0.003,0.032,0.041
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow/land,0,nan,nan,nan,nan,nan,0.003,0.264,0.508
src\data\dnl\modules\item\ancient_bow_yellow.bolt,dnl:item/ancient_bow_yellow/load,0,nan,nan,nan,nan,nan,0.003,0.161,0.237
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe,0,2.484,0.655,1.992,0.003,5.650,0.003,0.008,0.011
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/break_blocks,0,nan,nan,nan,nan,nan,0.003,0.415,0.758
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/effect,0,nan,nan,nan,nan,nan,0.003,0.034,0.058
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/mob_tick,0,nan,nan,nan,nan,nan,0.003,0.167,0.259
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/mob_tick_offhand,0,nan,nan,nan,nan,nan,0.003,0.166,0.258
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/place_spawner,0,nan,nan,nan,nan,nan,0.003,0.353,0.501
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/place_spawner_offhand,0,nan,nan,nan,nan,nan,0.003,0.358,0.496
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/random_spawner_1,0,nan,nan,nan,nan,nan,0.003,0.159,0.202
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/random_spawner_2,0,nan,nan,nan,nan,nan,0.003,0.250,0.324
src\data\dnl\modules\item\ancient_pickaxe.bolt,dnl:item/ancient_pickaxe/random_spawner_3,0,nan,nan,nan,nan,nan,0.003,0.298,0.391
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield,0,1.885,0.411,1.255,0.003,3.531,0.003,0.020,0.026
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/apply_effect,0,nan,nan,nan,nan,nan,0.003,0.138,0.265
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/blocked,0,nan,nan,nan,nan,nan,0.003,0.030,0.051
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/disabled,0,nan,nan,nan,nan,nan,0.003,0.096,0.156
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/hit_attacker,0,nan,nan,nan,nan,nan,0.003,0.131,0.194
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/hit_target,0,nan,nan,nan,nan,nan,0.003,0.192,0.258
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/hurt_attacker,0,nan,nan,nan,nan,nan,0.003,0.020,0.028
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/hurt_target,0,nan,nan,nan,nan,nan,0.003,0.046,0.086
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/mob_init,0,nan,nan,nan,nan,nan,0.003,0.042,0.070
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/mob_tick,0,nan,nan,nan,nan,nan,0.003,0.104,0.173
src\data\dnl\modules\item\ancient_shield.bolt,dnl:item/ancient_shield/player_blocked,0,nan,nan,nan,nan,nan,0.003,0.091,0.172
src\data\dnl\modules\item\ancient_sword.bolt,dnl:item/ancient_sword,0,0.749,0.126,0.300,0.003,0.585,0.003,0.008,0.010
src\data\dnl\modules\item\ancient_sword.bolt,dnl:item/ancient_sword/attacker,0,nan,nan,nan,nan,nan,0.003,0.019,0.029
src\data\dnl\modules\item\broken_bow.bolt,dnl:item/broken_bow,0,1.359,0.186,0.728,0.003,1.286,0.003,0.007,0.010
src\data\dnl\modules\item\broken_bow.bolt,dnl:item/broken_bow/killed_hunter_ghost,0,nan,nan,nan,nan,nan,0.003,0.170,0.255
src\data\dnl\modules\item\broken_bow.bolt,dnl:item/broken_bow/load,0,nan,nan,nan,nan,nan,0.003,0.031,0.041
src\data\dnl\modules\item\cleric_z_banner.bolt,dnl:item/cleric_z_banner,0,0.792,0.022,0.160,0.003,0.221,0.003,0.006,0.010
src\data\dnl\modules\item\crown_of_olympus.bolt,dnl:item/crown_of_olympus,0,2.337,0.201,1.393,0.003,2.934,0.003,0.008,0.010
src\data\dnl\modules\item\crown_of_olympus.bolt,dnl:item/crown_of_olympus/effect,0,nan,nan,nan,nan,nan,0.003,0.176,0.275
src\data\dnl\modules\item\crown_of_olympus.bolt,dnl:item/crown_of_olympus/fire,0,nan,nan,nan,nan,nan,0.003,0.218,0.392
src\data\dnl\modules\item\crown_of_olympus.bolt,dnl:item/crown_of_olympus/soul_fire,0,nan,nan,nan,nan,nan,0.003,0.225,0.388
src\data\dnl\modules\item\diamond_upgrade.bolt,dnl:item/diamond_upgrade,0,1.675,0.549,0.926,0.003,1.924,0.003,0.007,0.011
src\data\dnl\modules\item\diamond_upgrade.bolt,dnl:item/diamond_upgrade/consume,0,nan,nan,nan,nan,nan,0.003,0.225,0.318
src\data\dnl\modules\item\diamond_upgrade.bolt,dnl:item/diamond_upgrade/detect_upgrade_item,0,nan,nan,nan,nan,nan,0.003,0.384,0.739
src\data\dnl\modules\item\fleshbone_sword.bolt,dnl:item/diamond_upgrade/listener,0,nan,nan,nan,nan,nan,0.003,0.020,0.027
src\data\dnl\modules\item\diamond_upgrade.bolt,dnl:item/diamond_upgrade/main,0,nan,nan,nan,nan,nan,0.003,0.176,0.248
src\data\dnl\modules\item\fleshbone_bow.bolt,dnl:item/fleshbone_bow,0,1.524,0.540,1.252,0.003,2.171,0.004,0.008,0.011
src\data\dnl\modules\item\fleshbone_bow.bolt,dnl:item/fleshbone_bow/land,0,nan,nan,nan,nan,nan,0.003,0.154,0.326
src\data\dnl\modules\item\fleshbone_bow.bolt,dnl:item/fleshbone_bow/load,0,nan,nan,nan,nan,nan,0.003,0.086,0.067
src\data\dnl\modules\item\fleshbone_bow.bolt,dnl:item/fleshbone_bow/unload,0,nan,nan,nan,nan,nan,0.003,0.020,0.030
src\data\dnl\modules\item\fleshbone_sword.bolt,dnl:item/fleshbone_sword,0,2.383,1.103,1.216,0.003,2.239,0.003,0.020,0.025
src\data\dnl\modules\item\fleshbone_sword.bolt,dnl:item/fleshbone_sword/upgrade,0,nan,nan,nan,nan,nan,0.003,0.033,0.060
src\data\dnl\modules\item\forbidden_apple.bolt,dnl:item/forbidden_apple,0,1.121,0.223,0.483,0.003,1.319,0.003,0.020,0.023
src\data\dnl\modules\item\forbidden_apple.bolt,dnl:item/forbidden_apple/increase_heart_piece,0,nan,nan,nan,nan,nan,0.003,0.081,0.134
src\data\dnl\modules\item\forbidden_apple.bolt,dnl:item/forbidden_apple/trigger,0,nan,nan,nan,nan,nan,0.003,0.087,0.115
src\data\dnl\modules\item\forbidden_berries.bolt,dnl:item/forbidden_berries,0,71.212,0.258,0.469,0.003,1.089,0.003,0.008,0.011
src\data\dnl\modules\item\forbidden_berries.bolt,dnl:item/forbidden_berries/increase_heart_piece,0,nan,nan,nan,nan,nan,0.003,0.045,0.061
src\data\dnl\modules\item\forbidden_berries.bolt,dnl:item/forbidden_berries/trigger,0,nan,nan,nan,nan,nan,0.003,0.080,0.136
src\data\dnl\modules\item\forbidden_golden_apple.bolt,dnl:item/forbidden_golden_apple,0,1.117,0.298,0.525,0.003,1.197,0.003,0.008,0.011
src\data\dnl\modules\item\forbidden_golden_apple.bolt,dnl:item/forbidden_golden_apple/increase_heart_piece,0,nan,nan,nan,nan,nan,0.003,0.043,0.060
src\data\dnl\modules\item\forbidden_golden_apple.bolt,dnl:item/forbidden_golden_apple/trigger,0,nan,nan,nan,nan,nan,0.003,0.151,0.241
src\data\dnl\modules\item\forbidden_melon.bolt,dnl:item/forbidden_melon,0,0.943,0.257,0.475,0.003,1.127,0.003,0.008,0.011
src\data\dnl\modules\item\forbidden_melon.bolt,dnl:item/forbidden_melon/increase_heart_piece,0,nan,nan,nan,nan,nan,0.003,0.043,0.059
src\data\dnl\modules\item\forbidden_melon.bolt,dnl:item/forbidden_melon/trigger,0,nan,nan,nan,nan,nan,0.003,0.102,0.161
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow,0,4.710,0.980,4.467,0.003,8.208,0.003,0.008,0.011
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow/land,0,nan,nan,nan,nan,nan,0.003,0.389,0.573
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow/load,0,nan,nan,nan,nan,nan,0.003,0.348,0.452
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow/lvl_1,0,nan,nan,nan,nan,nan,0.003,0.398,0.609
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow/lvl_2,0,nan,nan,nan,nan,nan,0.003,1.093,1.200
src\data\dnl\modules\item\frost_watcher_bow.bolt,dnl:item/frost_watcher_bow/lvl_3,0,nan,nan,nan,nan,nan,0.003,2.629,2.611
src\data\dnl\modules\item\golem_heart_armor.bolt,dnl:item/golem_heart_armor,0,5.225,3.545,5.509,0.003,8.235,0.003,0.009,0.012
src\data\dnl\modules\item\golem_heart_armor.bolt,dnl:item/golem_heart_armor/chestplate_effect,0,nan,nan,nan,nan,nan,0.003,0.156,0.221
src\data\dnl\modules\item\golem_heart_armor.bolt,dnl:item/golem_heart_armor/leggings_effect,0,nan,nan,nan,nan,nan,0.003,0.155,0.225
src\data\dnl\modules\item\golem_heart_armor.bolt,dnl:item/golem_heart_armor/upgrade,0,nan,nan,nan,nan,nan,0.003,0.310,0.478
src\data\dnl\modules\item\heavy_iron_armor.bolt,dnl:item/heavy_iron_armor,0,1.991,0.278,1.564,0.003,2.288,0.003,0.009,0.011
src\data\dnl\modules\item\heavy_iron_armor.bolt,dnl:item/heavy_iron_armor/full_set_effect,0,nan,nan,nan,nan,nan,0.003,0.058,0.102
src\data\dnl\modules\item\hive_chest.bolt,dnl:item/hive_chest,0,0.463,0.023,0.162,0.003,0.240,0.003,0.006,0.009
src\data\dnl\modules\item\honey_potion.bolt,dnl:item/honey_potion,0,0.827,0.122,0.346,0.003,0.666,0.003,0.008,0.011
src\data\dnl\modules\item\honey_potion.bolt,dnl:item/honey_potion/trigger,0,nan,nan,nan,nan,nan,0.003,0.043,0.075
src\data\dnl\modules\item\honeycomb_ingot.bolt,dnl:item/honeycomb_ingot,0,0.641,1.219,1.399,0.003,2.523,0.003,0.008,0.011
src\data\dnl\modules\item\honeycomb_ingot.bolt,dnl:item/honeycomb_ingot/nested_execute_0,0,nan,nan,nan,nan,nan,0.003,0.032,0.047
src\data\dnl\modules\item\knightly_sword.bolt,dnl:item/knightly_sword,0,0.852,0.230,0.481,0.003,0.788,0.003,0.010,0.013
src\data\dnl\modules\item\knightly_sword_fragment.bolt,dnl:item/knightly_sword_fragment,0,0.636,0.770,1.240,0.003,1.884,0.003,0.007,0.010
src\data\dnl\modules\item\music_disc_alpha.bolt,dnl:item/music_disc_alpha,0,0.794,0.194,0.383,0.003,1.001,0.003,0.021,0.028
src\data\dnl\modules\item\music_disc_alpha.bolt,dnl:item/music_disc_alpha/start,0,nan,nan,nan,nan,nan,0.003,0.080,0.129
src\data\dnl\modules\item\music_disc_bees.bolt,dnl:item/music_disc_bees,0,0.792,0.126,0.321,0.003,0.624,0.003,0.007,0.010
src\data\dnl\modules\item\music_disc_bees.bolt,dnl:item/music_disc_bees/start,0,nan,nan,nan,nan,nan,0.003,0.079,0.128
src\data\dnl\modules\item\music_disc_jack_and_lantern.bolt,dnl:item/music_disc_jack_and_lantern,0,0.959,0.220,0.503,0.003,1.288,0.003,0.020,0.025
src\data\dnl\modules\item\music_disc_jack_and_lantern.bolt,dnl:item/music_disc_jack_and_lantern/start,0,nan,nan,nan,nan,nan,0.003,0.140,0.256
src\data\dnl\modules\item\music_disc_jack_and_lantern.bolt,dnl:item/music_disc_jack_and_lantern/stop,0,nan,nan,nan,nan,nan,0.003,0.069,0.145
src\data\dnl\modules\item\music_disc_meirah.bolt,dnl:item/music_disc_meirah,0,0.755,0.126,0.322,0.003,0.616,0.003,0.008,0.010
src\data\dnl\modules\item\music_disc_meirah.bolt,dnl:item/music_disc_meirah/start,0,nan,nan,nan,nan,nan,0.003,0.078,0.121
src\data\dnl\modules\item\music_disc_welcome_to_hell.bolt,dnl:item/music_disc_welcome_to_hell,0,0.791,0.178,0.323,0.003,0.618,0.003,0.008,0.012
src\data\dnl\modules\item\music_disc_welcome_to_hell.bolt,dnl:item/music_disc_welcome_to_hell/start,0,nan,nan,nan,nan,nan,0.003,0.078,0.121
src\data\dnl\modules\item\music_disc_woodland_fountain.bolt,dnl:item/music_disc_woodland_fountain,0,0.788,0.126,0.322,0.003,0.611,0.003,0.008,0.011
src\data\dnl\modules\item\music_disc_woodland_fountain.bolt,dnl:item/music_disc_woodland_fountain/start,0,nan,nan,nan,nan,nan,0.003,0.079,0.119
src\data\dnl\modules\item\oasis_trident.bolt,dnl:item/oasis_trident,0,0.572,0.089,0.172,0.003,0.247,0.003,0.008,0.012
src\data\dnl\modules\item\old_letter.bolt,dnl:item/old_letter,0,1.067,0.085,0.286,0.003,0.374,0.003,0.007,0.010
src\data\dnl\modules\item\ancient_axe.bolt,dnl:item/olympus_charger/mob_tick,0,nan,nan,nan,nan,nan,0.003,0.605,0.968
src\data\dnl\modules\item\olympus_key.bolt,dnl:item/olympus_key,0,0.617,0.087,0.231,0.003,0.299,0.003,0.006,0.009
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe,0,1.881,0.925,3.433,0.003,5.512,0.003,0.006,0.009
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe/drop_emerald,0,nan,nan,nan,nan,nan,0.003,0.080,0.160
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe/evolve,0,nan,nan,nan,nan,nan,0.003,0.028,0.048
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe/killed_illager,0,nan,nan,nan,nan,nan,0.003,0.774,1.131
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe/level_up,0,nan,nan,nan,nan,nan,0.003,0.028,0.046
src\data\dnl\modules\item\ominous_axe.bolt,dnl:item/ominous_axe/trigger_target,0,nan,nan,nan,nan,nan,0.003,0.125,0.167
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow,0,2.079,1.309,4.493,0.003,7.547,0.003,0.008,0.011
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/drop_emerald,0,nan,nan,nan,nan,nan,0.003,0.080,0.162
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/evolve,0,nan,nan,nan,nan,nan,0.003,0.028,0.046
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/killed_illager,0,nan,nan,nan,nan,nan,0.003,0.771,1.124
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/land,0,nan,nan,nan,nan,nan,0.003,0.155,0.336
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/level_up,0,nan,nan,nan,nan,nan,0.003,0.028,0.046
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/load,0,nan,nan,nan,nan,nan,0.003,0.086,0.067
src\data\dnl\modules\item\ominous_crossbow.bolt,dnl:item/ominous_crossbow/unload,0,nan,nan,nan,nan,nan,0.003,0.124,0.170
src\data\dnl\modules\item\ominous_emerald.bolt,dnl:item/ominous_emerald,0,0.672,0.358,0.343,0.003,0.523,0.003,0.008,0.011
src\data\dnl\modules\item\ominous_horn.bolt,dnl:item/ominous_horn,0,0.836,1.264,0.763,0.003,1.357,0.003,0.007,0.010
src\data\dnl\modules\item\ominous_horn.bolt,dnl:item/ominous_horn/effect,0,nan,nan,nan,nan,nan,0.003,0.068,0.116
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier,0,2.280,0.729,2.059,0.003,4.002,0.003,0.008,0.011
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier/attacker,0,nan,nan,nan,nan,nan,0.003,0.019,0.027
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier/burst,0,nan,nan,nan,nan,nan,0.003,0.196,0.389
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier/burst_sound,0,nan,nan,nan,nan,nan,0.003,0.117,0.237
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier/hit_sound,0,nan,nan,nan,nan,nan,0.003,0.133,0.199
src\data\dnl\modules\item\poison_rapier.bolt,dnl:item/poison_rapier/target,0,nan,nan,nan,nan,nan,0.003,0.272,0.412
